t_diff,prcp_diff,county
55.5,0.0,13301
72.0,248.0,13303
47.5,0.0,13311
30.5,43.0,13317
80.0,450.0,13321
2.5,0.0,15001
5.5,0.0,15003
8.0,0.0,15007
3.0,61.0,15009
-2.5,0.0,16001
28.0,0.0,16003
-15.0,26.0,16005
-33.5,0.0,16007
16.5,0.0,16009
-36.0,0.0,16011
13.5,0.0,16013
58.0,0.0,16015
-24.5,102.0,16017
-3.0,0.0,16019
39.0,0.0,16021
-33.5,0.0,16023
-30.0,0.0,16025
-7.5,0.0,16029
-26.0,25.0,16031
-19.5,0.0,16033
16.5,0.0,16035
-6.5,0.0,16037
0.0,0.0,16039
-11.5,0.0,16041
2.5,51.0,16043
52.5,0.0,16045
-29.5,0.0,16049
-22.5,0.0,16051
-58.5,0.0,16053
16.5,0.0,16055
2.0,0.0,16057
31.0,0.0,16059
28.0,0.0,16061
-16.5,0.0,16063
-19.0,0.0,16065
-58.5,0.0,16067
11.0,0.0,16069
-19.5,0.0,16071
-8.5,-51.0,16073
-33.0,0.0,16077
-17.0,0.0,16079
-41.5,0.0,16081
11.5,0.0,16083
-10.0,0.0,16085
41.5,0.0,16087
-8.5,0.0,17001
-11.0,0.0,17011
5.5,0.0,17015
-11.0,0.0,17019
-11.5,0.0,17021
-8.0,0.0,17023
5.5,0.0,17025
-14.0,0.0,17027
-19.0,0.0,17029
5.5,0.0,17031
-25.0,0.0,17033
-1.0,0.0,17037
-3.0,0.0,17041
-5.0,0.0,17043
-8.5,0.0,17045
-11.0,0.0,17049
-3.0,0.0,17053
-24.5,0.0,17055
-14.0,0.0,17061
-11.0,0.0,17063
-14.0,0.0,17067
5.0,0.0,17073
-11.0,0.0,17077
-25.5,0.0,17079
-11.0,0.0,17081
-2.5,0.0,17083
-3.0,0.0,17085
-11.5,0.0,17089
-14.5,0.0,17095
-16.5,0.0,17097
-11.5,0.0,17099
-11.5,0.0,17101
-8.5,0.0,17103
0.0,0.0,17105
-16.5,0.0,17107
-8.5,0.0,17109
0.5,0.0,17111
3.0,0.0,17113
-16.5,0.0,17115
-14.0,0.0,17121
-5.5,0.0,17129
-3.0,0.0,17131
-25.0,0.0,17135
2.5,0.0,17137
-6.0,0.0,17139
8.0,0.0,17141
-11.0,0.0,17143
-25.0,0.0,17145
-13.5,0.0,17149
-13.5,0.0,17151
-8.0,0.0,17155
-8.5,0.0,17159
22.0,0.0,17161
-30.5,0.0,17163
-8.0,0.0,17167
-8.5,0.0,17169
-3.0,0.0,17173
0.0,0.0,17177
-11.5,0.0,17183
-6.0,0.0,17187
-16.5,0.0,17189
-11.5,0.0,17191
2.5,0.0,17193
-5.5,0.0,17195
0.0,0.0,17197
0.0,0.0,17201
8.5,0.0,17203
13.5,0.0,18001
-18.5,0.0,18003
-22.0,0.0,18005
11.5,0.0,18009
-22.0,0.0,18011
8.0,0.0,18017
-27.5,0.0,18023
-11.0,0.0,18027
-22.5,0.0,18031
17.0,0.0,18033
-27.0,0.0,18035
-25.0,0.0,18037
-33.5,0.0,18039
-11.0,0.0,18047
11.0,0.0,18049
-28.0,0.0,18051
8.5,0.0,18053
-2.5,0.0,18057
5.5,0.0,18059
5.5,0.0,18063
8.5,0.0,18065
8.5,0.0,18067
11.0,0.0,18069
0.0,0.0,18073
8.5,0.0,18075
-5.5,0.0,18079
-19.0,0.0,18083
-27.5,0.0,18085
0.0,0.0,18089
-33.0,0.0,18091
-10.5,0.0,18093
-28.0,0.0,18095
-27.5,0.0,18097
11.0,0.0,18099
-19.5,0.0,18101
-11.0,0.0,18105
2.5,0.0,18107
-0.5,0.0,18109
2.5,0.0,18117
-3.0,0.0,18119
-22.0,0.0,18121
-11.0,0.0,18125
3.0,0.0,18127
24.5,0.0,18131
-19.0,0.0,18135
0.0,0.0,18141
0.0,0.0,18145
-3.0,0.0,18149
0.0,0.0,18151
-27.5,0.0,18153
-2.5,0.0,18157
5.5,0.0,18159
-16.5,0.0,18163
-0.5,0.0,18165
-22.0,0.0,18167
8.0,0.0,18169
-14.0,0.0,18173
-17.0,0.0,18177
14.0,0.0,18179
8.0,0.0,18181
11.0,0.0,18183
-11.0,0.0,19007
-53.0,0.0,19009
-5.0,0.0,19011
41.0,0.0,19013
-28.0,0.0,19015
-19.5,0.0,19017
33.5,0.0,19021
-30.5,0.0,19023
-33.5,0.0,19025
-44.0,0.0,19027
-36.0,0.0,19029
25.0,0.0,19031
-38.5,0.0,19033
-41.5,99.0,19035
-14.0,0.0,19037
-3.0,0.0,19039
14.0,0.0,19041
-0.5,0.0,19043
8.5,0.0,19045
-47.0,0.0,19047
-33.5,0.0,19049
-16.5,0.0,19053
-17.0,0.0,19055
-5.5,0.0,19057
-5.5,0.0,19059
14.0,0.0,19061
16.0,0.0,19063
-8.5,0.0,19065
24.5,0.0,19067
-36.0,0.0,19069
-33.5,0.0,19071
-25.0,0.0,19073
-14.5,0.0,19075
-30.0,0.0,19077
-25.0,0.0,19079
-39.5,0.0,19081
-24.5,0.0,19083
-33.0,0.0,19085
-19.5,-10.0,19087
-17.0,0.0,19089
-44.5,0.0,19091
-22.0,0.0,19093
-16.5,0.0,19095
-14.0,0.0,19097
-25.0,0.0,19099
-17.0,0.0,19101
30.0,0.0,19103
-8.5,0.0,19105
-11.0,0.0,19107
-22.0,0.0,19109
-13.5,0.0,19111
-19.5,0.0,19113
-5.5,0.0,19115
-0.5,0.0,19117
-33.0,0.0,19119
-8.5,0.0,19123
-16.5,0.0,19125
-22.5,0.0,19127
-41.5,0.0,19129
-19.5,0.0,19131
-35.5,0.0,19133
-19.5,0.0,19135
-39.0,0.0,19137
-17.0,0.0,19139
-19.5,0.0,19141
-36.0,0.0,19143
-44.5,0.0,19145
-13.5,0.0,19147
-58.5,0.0,19149
-34.0,0.0,19151
16.5,0.0,19153
-41.5,0.0,19155
-8.0,0.0,19157
-13.5,0.0,19159
-47.5,0.0,19161
19.5,0.0,19163
-0.5,0.0,19165
-50.0,0.0,19167
21.5,0.0,19169
-14.0,0.0,19171
-30.5,0.0,19173
-33.0,0.0,19175
8.5,0.0,19177
17.0,0.0,19179
-19.0,0.0,19181
-11.0,0.0,19183
-13.5,0.0,19185
-25.0,0.0,19187
22.0,0.0,19191
13.5,0.0,19193
19.5,0.0,19195
-14.5,0.0,20001
-11.0,0.0,20003
-16.5,0.0,20007
-11.0,0.0,20009
-14.5,0.0,20011
-3.0,0.0,20013
-14.0,0.0,20015
-5.5,0.0,20017
-14.0,0.0,20019
-9.0,0.0,20021
-22.0,0.0,20023
-5.5,0.0,20025
-11.5,0.0,20027
-14.0,0.0,20029
-5.5,0.0,20031
-30.0,0.0,20033
-17.0,0.0,20035
-2.5,0.0,20037
-19.5,0.0,20039
-5.5,0.0,20041
-8.0,0.0,20043
-8.0,0.0,20045
-36.5,0.0,20049
-17.0,0.0,20051
-14.0,0.0,20053
-27.5,0.0,20055
-19.0,0.0,20057
2.5,0.0,20059
0.0,0.0,20061
-31.0,0.0,20063
-2.5,0.0,20065
-16.5,0.0,20067
-14.0,0.0,20069
-19.5,0.0,20071
-5.5,0.0,20073
-14.0,0.0,20075
-17.0,0.0,20077
-8.5,0.0,20079
-24.5,0.0,20081
-11.0,0.0,20083
-8.5,0.0,20085
0.0,0.0,20087
-33.5,0.0,20089
-17.0,0.0,20091
-14.0,0.0,20093
-8.5,0.0,20095
8.0,0.0,20097
-8.0,0.0,20099
-16.5,0.0,20101
8.5,0.0,20103
-17.0,0.0,20105
-19.5,0.0,20109
-5.5,0.0,20111
-11.0,0.0,20113
-11.5,0.0,20115
-27.5,0.0,20117
-5.5,0.0,20121
-19.5,0.0,20123
-17.0,0.0,20125
-5.5,0.0,20127
-33.5,0.0,20129
-16.5,0.0,20131
-19.5,0.0,20133
-19.5,0.0,20135
28.0,0.0,20137
3.0,0.0,20139
-27.5,0.0,20141
-14.0,0.0,20143
-16.5,0.0,20145
-5.5,0.0,20149
-8.5,0.0,20151
-22.0,0.0,20153
-8.5,0.0,20155
-28.5,0.0,20157
-8.0,0.0,20159
-22.0,0.0,20161
-20.0,0.0,20163
-14.5,0.0,20165
-17.0,0.0,20167
-13.5,0.0,20169
-19.5,0.0,20171
-11.5,0.0,20173
-8.5,0.0,20175
-17.0,0.0,20177
-16.5,0.0,20179
-28.0,0.0,20181
-25.5,0.0,20183
-30.5,0.0,20185
-28.0,0.0,20187
-36.5,0.0,20189
-19.5,0.0,20191
-33.0,0.0,20193
-19.5,0.0,20195
-2.5,0.0,20197
-27.5,0.0,20199
-27.5,0.0,20201
-8.0,0.0,20205
-8.5,0.0,20207
0.0,0.0,20209
3.0,0.0,21003
-8.5,0.0,21009
-8.5,0.0,21015
-3.0,0.0,21021
0.0,0.0,21025
-11.0,0.0,21027
-6.0,0.0,21035
25.0,0.0,21043
-6.0,0.0,21047
-44.0,0.0,21051
0.0,0.0,21061
16.5,0.0,21063
8.5,0.0,21065
-3.0,0.0,21067
5.5,0.0,21069
-0.5,0.0,21073
-2.5,0.0,21077
-39.0,0.0,21085
2.5,0.0,21087
5.5,0.0,21089
-8.5,0.0,21091
-5.5,0.0,21097
2.5,0.0,21099
-11.0,0.0,21101
-13.5,0.0,21107
0.0,0.0,21111
31.0,0.0,21115
-5.5,0.0,21125
8.5,0.0,21129
55.5,0.0,21133
-9.0,0.0,21139
-13.5,0.0,21143
-2.5,0.0,21145
-11.0,0.0,21149
-14.0,0.0,21157
50.5,0.0,21159
-11.5,0.0,21163
5.0,0.0,21165
28.0,0.0,21169
11.0,0.0,21173
-5.5,0.0,21179
-14.0,0.0,21183
30.5,0.0,21189
31.0,0.0,21193
14.5,0.0,21197
16.5,0.0,21199
2.5,0.0,21203
0.0,0.0,21205
-11.0,0.0,21207
-11.0,0.0,21215
3.5,0.0,21219
-24.5,0.0,21225
0.0,0.0,21227
33.5,0.0,21235
-2.0,0.0,21239
22.0,41.0,22001
22.5,23.0,22003
33.0,56.0,22007
19.5,5.0,22011
-3.0,0.0,22013
22.5,0.0,22015
11.5,0.0,22017
-3.0,23.0,22019
19.0,0.0,22021
22.0,56.0,22023
28.0,0.0,22027
22.5,0.0,22029
19.5,56.0,22033
25.0,0.0,22035
22.5,0.0,22037
22.5,0.0,22041
28.0,51.0,22045
5.5,73.0,22047
16.5,144.0,22051
19.5,55.0,22053
0.0,58.0,22055
24.5,216.0,22057
25.0,0.0,22059
27.5,0.0,22061
10.5,0.0,22065
24.5,0.0,22069
19.5,73.0,22071
56.0,0.0,22073
22.0,-31.0,22075
0.0,0.0,22079
22.5,0.0,22083
25.5,0.0,22085
5.5,41.0,22097
3.5,113.0,22099
30.5,162.0,22101
28.0,104.0,22103
-12.0,0.0,22111
25.0,25.0,22113
-2.5,0.0,22115
14.0,0.0,22119
-2.5,13.0,22125
8.0,0.0,23001
44.5,0.0,23003
14.0,3.0,23005
28.0,-5.0,23007
19.5,0.0,23009
22.0,0.0,23011
-8.0,3.0,23013
22.5,0.0,23015
-3.0,0.0,23017
24.0,0.0,23019
25.0,0.0,23021
-11.0,0.0,23023
16.5,0.0,23025
13.5,0.0,23027
5.5,0.0,23029
8.5,-5.0,23031
36.5,0.0,24001
0.0,0.0,24003
50.5,0.0,24021
30.5,0.0,24023
19.5,53.0,24025
-8.5,0.0,24031
69.5,0.0,24033
41.5,0.0,24035
21.5,0.0,24037
36.5,0.0,24041
50.0,0.0,24043
16.0,0.0,24045
44.5,0.0,24047
88.5,0.0,24510
25.0,0.0,25001
0.0,0.0,25003
22.5,0.0,25005
28.0,3.0,25007
25.5,0.0,25009
44.5,0.0,25011
-14.5,0.0,25013
30.0,-3.0,25015
3.0,0.0,25017
17.0,8.0,25019
14.0,0.0,25021
20.0,0.0,25023
27.5,0.0,25025
2.5,0.0,25027
2.5,0.0,26001
-48.0,2.0,26003
-19.5,0.0,26005
16.5,2.0,26007
11.5,0.0,26011
-5.5,13.0,26013
-30.5,0.0,26019
-25.0,0.0,26021
-27.5,0.0,26023
5.5,0.0,26025
-5.5,0.0,26027
-25.0,51.0,26029
-3.0,20.0,26031
-2.5,5.0,26033
8.5,8.0,26037
-41.5,3.0,26039
11.0,3.0,26041
0.0,10.0,26045
-2.5,10.0,26047
11.0,-3.0,26049
8.5,0.0,26051
5.5,3.0,26055
8.5,5.0,26057
8.0,3.0,26059
-28.0,0.0,26060
-11.0,43.0,26061
-19.5,0.0,26063
-27.5,10.0,26065
8.5,0.0,26069
16.5,3.0,26071
5.5,0.0,26073
-22.0,0.0,26075
-24.5,0.0,26077
5.5,0.0,26079
3.0,0.0,26081
-27.0,3.0,26083
5.0,2.0,26087
-9.0,10.0,26089
11.5,0.0,26091
-28.0,3.0,26093
0.5,0.0,26095
0.0,0.0,26097
-25.0,0.0,26099
-28.0,0.0,26101
-8.5,0.0,26103
-5.5,-5.0,26107
-28.0,0.0,26111
-0.5,0.0,26113
8.5,0.0,26115
-27.5,0.0,26117
8.0,3.0,26119
-36.5,0.0,26121
5.5,0.0,26123
11.0,-3.0,26125
-0.5,0.0,26127
-0.5,0.0,26129
11.5,5.0,26131
3.0,2.0,26133
0.0,8.0,26135
-43.0,18.0,26137
2.5,-20.0,26139
5.5,8.0,26141
-39.0,18.0,26143
-27.0,0.0,26145
-14.0,5.0,26147
5.5,0.0,26149
25.0,-13.0,26151
2.5,0.0,26153
8.5,-5.0,26155
11.0,0.0,26157
-5.5,0.0,26159
5.0,0.0,26161
11.5,0.0,26163
2.5,0.0,26165
-28.0,0.0,27001
-47.0,0.0,27003
-41.5,0.0,27005
-30.5,0.0,27007
-19.5,0.0,27009
5.5,0.0,27013
-31.0,5.0,27017
2.5,0.0,27019
-22.0,0.0,27021
-5.5,0.0,27023
-22.0,0.0,27025
-14.5,0.0,27027
-11.0,0.0,27029
-22.0,0.0,27031
2.5,0.0,27035
-14.0,0.0,27041
-39.0,0.0,27043
30.5,0.0,27045
-25.0,0.0,27047
-33.5,0.0,27049
0.0,0.0,27053
-14.5,0.0,27055
-5.0,0.0,27057
-13.5,0.0,27059
-19.5,0.0,27061
-44.5,0.0,27063
-33.0,0.0,27065
-42.0,0.0,27067
0.5,0.0,27069
6.0,0.0,27071
-11.0,0.0,27073
-22.0,0.0,27075
-42.0,0.0,27077
-28.0,0.0,27083
-50.0,0.0,27085
-19.0,0.0,27089
-44.5,0.0,27091
-30.5,0.0,27093
-33.5,0.0,27095
-28.0,0.0,27099
-33.5,0.0,27101
-33.5,0.0,27103
-41.5,0.0,27105
-22.5,0.0,27107
14.0,0.0,27109
-27.5,0.0,27111
-19.0,0.0,27115
-16.5,0.0,27117
-2.5,0.0,27121
-25.0,0.0,27123
-27.5,0.0,27125
-50.0,0.0,27127
-16.5,0.0,27137
-36.5,0.0,27139
-44.5,0.0,27141
-36.0,0.0,27143
5.5,0.0,27145
-39.0,0.0,27147
-16.5,0.0,27149
-13.5,0.0,27151
-52.5,0.0,27153
-22.5,0.0,27155
3.0,0.0,27157
-30.5,0.0,27161
-41.0,0.0,27163
-33.5,0.0,27165
-16.5,0.0,27167
-22.5,0.0,27171
-44.5,0.0,27173
28.0,13.0,28001
22.0,0.0,28003
33.0,0.0,28007
27.5,0.0,28009
22.0,0.0,28011
39.0,0.0,28013
-8.5,0.0,28015
39.0,0.0,28017
0.0,0.0,28021
36.0,5.0,28023
5.0,0.0,28027
17.0,0.0,28029
22.5,0.0,28033
2.5,3.0,28035
28.0,15.0,28037
45.0,51.0,28045
14.0,97.0,28047
30.5,0.0,28049
36.0,0.0,28053
14.0,74.0,28059
36.0,3.0,28067
33.5,0.0,28071
3.0,0.0,28075
38.5,8.0,28077
33.5,0.0,28081
28.0,0.0,28085
36.0,0.0,28089
33.0,8.0,28091
-3.0,0.0,28093
36.0,0.0,28095
33.5,0.0,28097
33.5,5.0,28101
30.5,0.0,28105
33.5,0.0,28107
33.0,5.0,28109
49.5,0.0,28111
-3.0,23.0,28113
36.0,0.0,28115
28.0,0.0,28117
27.5,0.0,28119
0.0,0.0,28121
17.0,0.0,28125
28.0,0.0,28127
30.5,5.0,28129
22.0,5.0,28131
30.0,0.0,28133
33.5,0.0,28137
0.0,0.0,28143
22.5,0.0,28149
-8.0,0.0,28151
36.0,0.0,28153
27.5,0.0,28159
39.0,0.0,28161
39.0,0.0,28163
0.5,0.0,29001
-8.0,0.0,29003
-36.5,0.0,29005
-11.5,0.0,29009
-22.5,0.0,29011
-3.0,0.0,29013
-10.5,0.0,29015
-19.5,0.0,29017
-19.5,0.0,29019
3.0,0.0,29021
-2.5,0.0,29023
8.5,0.0,29025
-24.5,0.0,29027
-14.0,0.0,29031
-2.5,0.0,29033
3.0,0.0,29037
-13.5,0.0,29039
-6.0,0.0,29041
-5.5,0.0,29043
-14.0,0.0,29051
-8.0,0.0,29057
-28.5,0.0,29059
-6.0,0.0,29061
-11.0,0.0,29063
-45.5,0.0,29065
-11.5,0.0,29067
-10.5,0.0,29071
-16.5,0.0,29073
-17.0,0.0,29075
-33.5,0.0,29077
-11.0,0.0,29079
-19.5,0.0,29081
-3.0,0.0,29083
-3.0,0.0,29085
-11.0,0.0,29087
-11.5,0.0,29089
-27.5,0.0,29091
-2.5,0.0,29093
0.5,0.0,29095
-36.5,0.0,29097
-22.5,0.0,29099
-2.5,0.0,29101
-33.5,0.0,29105
-5.5,0.0,29107
-8.5,0.0,29111
-28.0,0.0,29113
-14.0,0.0,29115
11.5,0.0,29117
-0.5,0.0,29119
-16.5,0.0,29123
-31.0,0.0,29125
-8.5,0.0,29127
-16.5,0.0,29129
-28.0,0.0,29131
-16.5,0.0,29135
-28.0,0.0,29141
-6.0,0.0,29145
-20.0,0.0,29147
-11.0,0.0,29151
-6.0,0.0,29153
-11.0,0.0,29157
-8.5,0.0,29159
-11.0,0.0,29161
-8.5,0.0,29163
-19.0,0.0,29165
-11.0,0.0,29167
-19.5,0.0,29169
-6.0,0.0,29171
-8.0,0.0,29173
30.5,0.0,29175
-3.0,0.0,29177
-25.0,0.0,29181
-11.0,0.0,29183
-5.5,0.0,29185
-28.0,0.0,29187
-27.5,0.0,29189
-5.5,0.0,29195
-11.0,0.0,29197
-11.5,0.0,29199
-8.0,0.0,29201
-14.0,0.0,29203
-5.5,0.0,29205
-3.0,0.0,29209
-11.5,0.0,29211
-11.0,0.0,29213
0.0,0.0,29215
-3.0,0.0,29217
-22.0,0.0,29219
-16.5,0.0,29221
-2.5,0.0,29223
-11.0,0.0,29225
-16.5,0.0,29227
-11.5,0.0,29229
-30.5,0.0,29510
-10.0,2.0,30001
19.0,0.0,30003
